name,followers_number,avatar_url,average_views,price
HutchinWhale,5824,https://pbs.twimg.com/profile_images/1785786840089235456/wiOwhxsU_bigger.jpg,0,0.18
gross_bit,5832,https://pbs.twimg.com/profile_images/1434192681131859973/FnzQm6Mo_bigger.jpg,645,0.18
ForrestGalt,5839,https://pbs.twimg.com/profile_images/1786306266370867200/kC_ubCeW_bigger.jpg,0,0.18
LordKrako,5853,https://pbs.twimg.com/profile_images/1785496235790503936/W6uGBRhH_bigger.jpg,112.25,0.18
beaverbtfd,5913,https://pbs.twimg.com/profile_images/1843366908835352577/zZ3WV8p4_bigger.jpg,0,0.18
_amymadison,5922,https://pbs.twimg.com/profile_images/1625029467759427584/6hB8wSmc_bigger.jpg,394,0.18
ThesisInvestor,5957,https://pbs.twimg.com/profile_images/1821312910003474432/6lLGV7bU_bigger.jpg,0,0.18
SolanaSoldier,5955,https://pbs.twimg.com/profile_images/1438144129242894341/Toel56gJ_bigger.jpg,0,0.18
j0xnah,6079,https://pbs.twimg.com/profile_images/1840378983445041152/SvNVAG0g_bigger.jpg,0,0.18
MetaMounts,6121,https://pbs.twimg.com/profile_images/1465690370449154062/jv-zs_Bn_bigger.jpg,0,0.18
_froad,6129,https://pbs.twimg.com/profile_images/1843376112589574144/nFHOiSxx_bigger.jpg,263,0.2
SenorDesigner,6141,https://pbs.twimg.com/profile_images/1833165117447458816/RVhN3SRs_bigger.jpg,61,0.2
TapinwitJac,6158,https://pbs.twimg.com/profile_images/1758877887984279552/1SXhyIQj_bigger.jpg,0,0.2
RHLSTHRM,6158,https://pbs.twimg.com/profile_images/1772917983351853056/Kf8GaR1x_bigger.jpg,0,0.2
CuzinUncleJerry,6202,https://pbs.twimg.com/profile_images/1827345517145186304/r9oLqANX_bigger.jpg,0,0.2
boz_menzalji,6212,https://pbs.twimg.com/profile_images/1153064344080408576/xMHkBDTI_bigger.png,0,0.2
G0JlRA,6224,https://pbs.twimg.com/profile_images/1787138479685509122/6-07vEa__bigger.jpg,0,0.2
Elypse_Pink,6264,https://pbs.twimg.com/profile_images/1834244882849771520/qLxk0e5g_bigger.jpg,94,0.2
crispheaney,6265,https://pbs.twimg.com/profile_images/1806006958584971265/yPUltFK9_bigger.jpg,545,0.2
MarceloFujii,6294,https://pbs.twimg.com/profile_images/1822985297732194304/Ga5-neIl_bigger.jpg,254.5,0.2
DAHSNFT,6284,https://pbs.twimg.com/profile_images/1763432156687159296/kdpY_o1q_bigger.png,0,0.2
TheLocalCRYPTO,6345,https://pbs.twimg.com/profile_images/1842171845661114368/uOAHlpG9_bigger.jpg,0,0.2
dirtySOK,6352,https://pbs.twimg.com/profile_images/1699494281180860416/_RBMTHPr_bigger.jpg,267,0.2
wesblog,6407,https://pbs.twimg.com/profile_images/1785124577053454336/40jsi5Vh_bigger.jpg,0,0.2
SLUMMGOD,6415,https://pbs.twimg.com/profile_images/1832452374159400960/EU9biQWd_bigger.jpg,294.5,0.2
Shear_SOL,6413,https://pbs.twimg.com/profile_images/1817726526881665024/u4xu7_MC_bigger.png,124.5,0.2
JoyceInNYC,6413,https://pbs.twimg.com/profile_images/1646902010971660294/28OVZPoB_bigger.jpg,0,0.2
iamstephenyuan,6432,https://pbs.twimg.com/profile_images/1767120151902826496/beI73nJH_bigger.jpg,0,0.2
PlasmaB1,6541,https://pbs.twimg.com/profile_images/1842000226766258176/-PgnwqQ3_bigger.jpg,0,0.2
The0xJose,6523,https://pbs.twimg.com/profile_images/1773017627146739712/TmRBtueT_bigger.jpg,613,0.2
dumbcontract2,6546,https://pbs.twimg.com/profile_images/1484766099518410753/Op36eSO7_bigger.jpg,2299,0.2
NotNPH,6558,https://pbs.twimg.com/profile_images/1836612057740742656/Vhszb1mP_bigger.jpg,37,0.2
ChamberRekt,6595,https://pbs.twimg.com/profile_images/1800523829845889024/xBMFzdkI_bigger.jpg,0,0.2
xavieriturralde,6626,https://pbs.twimg.com/profile_images/1823515652201553920/pCRxdvnC_bigger.jpg,0,0.2
n1punp,6633,https://pbs.twimg.com/profile_images/1539937163558920192/mhOtbS7d_bigger.jpg,0,0.2
BrettRichey,6656,https://pbs.twimg.com/profile_images/1755838755033006080/-ijS4PvY_bigger.jpg,0,0.2
FedKassad,6706,https://pbs.twimg.com/profile_images/1724518622997979136/NzGYEfp-_bigger.jpg,171,0.2
ryanli_me,6697,https://pbs.twimg.com/profile_images/1480678475694415873/3Lry6CjR_bigger.jpg,0,0.2
DJNymz,6725,https://pbs.twimg.com/profile_images/1541545982185263104/VchMupP8_bigger.jpg,0,0.2
SQester,6718,https://pbs.twimg.com/profile_images/1767310370299949056/9FpeaHKp_bigger.jpg,0,0.2
manuelpng,6784,https://pbs.twimg.com/profile_images/1836015264996999168/Q4G98W0h_bigger.jpg,0,0.2
drewski_sol,6787,https://pbs.twimg.com/profile_images/1809947715645952001/W4_cm8Az_bigger.jpg,0,0.2
NamiSOLami,6836,https://pbs.twimg.com/profile_images/1786175029186580480/1QOxIo95_bigger.jpg,0,0.2
D_blue_sol,674,https://pbs.twimg.com/profile_images/1803008757745541120/AxtYHbq1_bigger.jpg,0,0.25
kubbooooo,1404,https://pbs.twimg.com/profile_images/1840113149359390720/k3CxhSQf_bigger.jpg,2301.75,0.25
cryptomemehoe,16063,https://pbs.twimg.com/profile_images/1843304926459613184/73sfNfFc_bigger.jpg,0,0.25
JohnDoughBull,6840,https://pbs.twimg.com/profile_images/1343855512165773313/4SKB5ceK_bigger.jpg,0,0.25
happydelio,6854,https://pbs.twimg.com/profile_images/1631107432155082752/DbKFHim3_bigger.jpg,2690,0.25
RobertoTalamas,6867,https://pbs.twimg.com/profile_images/1828965290828247040/0dnbmyTF_bigger.jpg,0,0.25
I_Can_Haz,6876,https://pbs.twimg.com/profile_images/1815873717937004544/S0VLeVAA_bigger.jpg,0,0.25
Tuuxxdotsol,6900,https://pbs.twimg.com/profile_images/1838201578479566848/0oYGZJJV_bigger.jpg,411,0.25
RexNwachukwu,6934,https://pbs.twimg.com/profile_images/1783185875142057984/4WvRwJ83_bigger.jpg,214,0.25
Uzy1000x,6956,https://pbs.twimg.com/profile_images/1658684491160776704/rTu6Qg_5_bigger.jpg,0,0.25
vaibhavchellani,7007,https://pbs.twimg.com/profile_images/1792479716068282369/LeymuGm9_bigger.jpg,0,0.25
crypto_pinapple,7089,https://pbs.twimg.com/profile_images/1592767427544227840/REG5SbHT_bigger.jpg,111,0.25
SgtHamSteak,7084,https://pbs.twimg.com/profile_images/1814394646564425728/UA9pbj0T_bigger.jpg,55,0.25
KfishNFT,7106,https://pbs.twimg.com/profile_images/1758246230121922560/_P8zlQsG_bigger.jpg,973,0.25
supremebeme,7124,https://pbs.twimg.com/profile_images/1820954466167975936/RFeBYUdz_bigger.jpg,5,0.3
TheRishabhAnand,7062,https://pbs.twimg.com/profile_images/1835543759993679872/SEIeDGKS_bigger.jpg,0,0.3
JohnDoe55573,7148,https://pbs.twimg.com/profile_images/1760321426572087296/7rK9P296_bigger.jpg,0,0.3
web3ddy,7191,https://pbs.twimg.com/profile_images/1843120964000940032/QefM6BnU_bigger.jpg,0,0.3
RaviMonke,7255,https://pbs.twimg.com/profile_images/1701666623550099457/gvdPzBwz_bigger.jpg,0,0.3
0xHarassment,7284,https://pbs.twimg.com/profile_images/1775663276623343616/8wcOl33g_bigger.jpg,1966,0.3
notawhitesheep,7306,https://pbs.twimg.com/profile_images/1832541554843783168/hhP_x2WJ_bigger.jpg,127,0.3
themlpx,7438,https://pbs.twimg.com/profile_images/1541428037069459465/EkPLIs73_bigger.jpg,0,0.3
adhcrypto,7465,https://pbs.twimg.com/profile_images/1806754321817640960/qCQ3tGtZ_bigger.jpg,0,0.3
Degencaesar,7537,https://pbs.twimg.com/profile_images/1775543297613987840/tDdbB1Rf_bigger.jpg,0,0.3
MaxBrsNFT,7624,https://pbs.twimg.com/profile_images/1660300202153066496/wy_13JDq_bigger.jpg,0,0.3
sui414,7681,https://pbs.twimg.com/profile_images/1780744804256579584/lMtxoHhB_bigger.jpg,1181,0.3
Swansonflows,7767,https://pbs.twimg.com/profile_images/1829533421799911424/tU7Qhpou_bigger.jpg,254,0.3
wawin,7769,https://pbs.twimg.com/profile_images/1662246447541112832/KSVh-Pp8_bigger.jpg,167,0.3
Mercury_Prime,7767,https://pbs.twimg.com/profile_images/1843185910675865600/hVs307OK_bigger.jpg,0,0.3
ma_bitcoin,7786,https://pbs.twimg.com/profile_images/1350768961122537475/8e-uVIEU_bigger.jpg,0,0.3
cmoyall,7789,https://pbs.twimg.com/profile_images/1532805096886640641/jL9XDI6q_bigger.jpg,0,0.3
ashwathbk,7854,https://pbs.twimg.com/profile_images/1668641898456809472/q22z4_jK_bigger.jpg,934,0.3
YungGucciT,7909,https://pbs.twimg.com/profile_images/1771951419693645824/K_jgMncP_bigger.jpg,126,0.3
StarkNaked23,7904,https://pbs.twimg.com/profile_images/1641634337526542336/eH8DhHNd_bigger.png,0,0.3
SolanaCoach,7970,https://pbs.twimg.com/profile_images/1842582348543533056/wFWA9qwC_bigger.jpg,1360,0.35
DegenPing,8070,https://pbs.twimg.com/profile_images/1773957607772102656/NBR30Fsb_bigger.jpg,0,0.35
0x_daidai,8117,https://pbs.twimg.com/profile_images/1647013428412944384/mxin6UxY_bigger.jpg,582,0.35
web3juiced,8119,https://pbs.twimg.com/profile_images/1821606379766857728/G-WE_xzo_bigger.jpg,0,0.35
RyderLeeNFT,8146,https://pbs.twimg.com/profile_images/1840221980831694848/TuYNEO9p_bigger.jpg,117,0.35
Anisalti_,8189,https://pbs.twimg.com/profile_images/1772794139043651584/U2dH1elE_bigger.jpg,0,0.35
zach__davidson,8273,https://pbs.twimg.com/profile_images/1774846586377392129/ou5xpSaY_bigger.jpg,0,0.35
fathertadams,8324,https://pbs.twimg.com/profile_images/1819397060560408576/dXODp0mC_bigger.jpg,128,0.35
Soul_Eater_43,8478,https://pbs.twimg.com/profile_images/1799058422723428352/99cPwl0K_bigger.jpg,0,0.35
Weeb_Mcgee,8485,https://pbs.twimg.com/profile_images/1754204762671665152/YlCu9DTV_bigger.jpg,611,0.35
va77ss,79849,https://pbs.twimg.com/profile_images/1794269888527130624/fCX7ABMg_bigger.jpg,0,0.35
Skuullls,3020,https://pbs.twimg.com/profile_images/1800135455007989760/X57sEY2N_bigger.jpg,0,0.35
spyflips,8595,https://pbs.twimg.com/profile_images/1821386493929086976/jYcj8WP4_bigger.jpg,0,0.4
lafachief,8598,https://pbs.twimg.com/profile_images/1771969753206116352/OVTr9tNn_bigger.jpg,0,0.4
fl0wjoe,8713,https://pbs.twimg.com/profile_images/1681659634245943297/N5Ez7W0B_bigger.jpg,0,0.4
setanimals,8706,https://pbs.twimg.com/profile_images/1502779758613962752/z8zVlT8-_bigger.jpg,0,0.4
chris_taylor_sa,8793,https://pbs.twimg.com/profile_images/1773202306667855872/_D2GaI3a_bigger.jpg,0,0.4
0xangelfish,8791,https://pbs.twimg.com/profile_images/1547456118787489792/L3_9GSdZ_bigger.jpg,0,0.4
SapoNFTz,8815,https://pbs.twimg.com/profile_images/1681341298408824832/mO-qwHUY_bigger.jpg,150,0.4
DOOMbotMask,8879,https://pbs.twimg.com/profile_images/1840875658668285952/wZio68r3_bigger.jpg,0,0.4
Branche_SC,8945,https://pbs.twimg.com/profile_images/1680644099223740417/UYGiO67a_bigger.jpg,0,0.4
blauyourmind,8957,https://pbs.twimg.com/profile_images/1678069149099229186/M_DZuntx_bigger.jpg,18804,0.4
JussCubs,8958,https://pbs.twimg.com/profile_images/1841672921628213249/OW5oGvbd_bigger.png,475,0.4
HankWalla,8963,https://pbs.twimg.com/profile_images/1663520002400460800/my55fjji_bigger.jpg,1167,0.4
Obliv1ous,9006,https://pbs.twimg.com/profile_images/1830651171544985601/ereeniId_bigger.jpg,0,0.4
alexandether,9034,https://pbs.twimg.com/profile_images/1524090840972410884/14vhFlj1_bigger.png,172,0.4
bozoHYBRID,9081,https://pbs.twimg.com/profile_images/1740696904235642881/ejSql-4p_bigger.jpg,0,0.45
toppestvalue,9061,https://pbs.twimg.com/profile_images/1779314001316380673/NhqvWT7I_bigger.jpg,175,0.45
PeachyMorse,9090,https://pbs.twimg.com/profile_images/1837973275684524032/VIHHw-yQ_bigger.jpg,0,0.45
Hendrixouthemud,9124,https://pbs.twimg.com/profile_images/1825611327902978048/HMBEfs5t_bigger.jpg,0,0.45
Blockchase,9153,https://pbs.twimg.com/profile_images/1781608513057304576/wqrLE3YL_bigger.jpg,0,0.45
0x_Capital,9162,https://pbs.twimg.com/profile_images/1749468398549868550/uWeC1XhX_bigger.jpg,258.5,0.45
0xchandresh,9190,https://pbs.twimg.com/profile_images/1815765693452693504/1W9FKQqT_bigger.jpg,0,0.45
0xmubaris,9216,https://pbs.twimg.com/profile_images/1528786564163174402/IGB6unGD_bigger.jpg,0,0.45
thal0x,9230,https://pbs.twimg.com/profile_images/1623362040139026442/YpXDm_xH_bigger.jpg,1164.333333,0.45
CRYPTOGNOMEO,9277,https://pbs.twimg.com/profile_images/1829866702974140416/DD9FJbEH_bigger.jpg,0,0.45
an6y_jpg,9274,https://pbs.twimg.com/profile_images/1840477062445793280/-KZATy7K_bigger.jpg,335,0.45
0xmurloc,9334,https://pbs.twimg.com/profile_images/1645712790642884609/95s2aZG8_bigger.jpg,800.5,0.48
taxninja,9330,https://pbs.twimg.com/profile_images/1765144050594705408/iuuyIf5D_bigger.jpg,0,0.48
OwlyNFT,9348,https://pbs.twimg.com/profile_images/1581194988624527361/jS8Qs_If_bigger.jpg,352,0.48
Johncoin_,374467,https://pbs.twimg.com/profile_images/1765920557252411392/ulUvIzyW_bigger.jpg,878,0.48
imchrisdaddy,13968,https://pbs.twimg.com/profile_images/1608864718080335872/oi6Griz7_bigger.jpg,1494.666667,0.5
2617sol,8317,https://pbs.twimg.com/profile_images/1843226077210038272/L2yf9_KD_bigger.jpg,16,0.5
MarshallKarim0,15618,https://pbs.twimg.com/profile_images/1816234748450140160/h4xt7nfQ_bigger.jpg,0,0.5
TheMoonHailey,70135,https://pbs.twimg.com/profile_images/1734501846314618880/HMgbIuY1_bigger.jpg,1121,0.5
ryuzaki_sol,21901,https://pbs.twimg.com/profile_images/1629137972426858496/dgzZ4Q7o_bigger.jpg,0,0.5
words_byriri,650,https://pbs.twimg.com/profile_images/1833766008756039680/riB-AAfK_bigger.jpg,0,0.5
RestlessHavoc,16784,https://pbs.twimg.com/profile_images/1820933548431319040/UdFR8H3f_bigger.jpg,0,0.5
theagnft,8415,https://pbs.twimg.com/profile_images/1815525133508837377/eA-zUuK1_bigger.jpg,0,0.5
big_stan7,6399,https://pbs.twimg.com/profile_images/1832196675978280960/c7lU8Fpx_bigger.jpg,192,0.5
0xemma_,5528,https://pbs.twimg.com/profile_images/1667433532665344002/CjRxvHQx_bigger.jpg,0,0.5
0xRainandCoffee,9386,https://pbs.twimg.com/profile_images/1703019985558290432/HeUfzwSX_bigger.png,842,0.5
cryptophilip,9420,https://pbs.twimg.com/profile_images/1604338183960788992/VZ_60ykD_bigger.jpg,0,0.5
testinprodcap,9555,https://pbs.twimg.com/profile_images/1478992947509088261/9fHD3i8f_bigger.jpg,583,0.5
tklocanas,9589,https://pbs.twimg.com/profile_images/1457818293037842441/X6TBpPGN_bigger.jpg,0,0.5
analyticalali,9559,https://pbs.twimg.com/profile_images/1640947995603783681/rT1wZhgB_bigger.jpg,0,0.5
ZkEther,9558,https://pbs.twimg.com/profile_images/1539074231350067205/fZ5tn77o_bigger.jpg,1671,0.5
Always_Oblak,9574,https://pbs.twimg.com/profile_images/1832200161746882560/7bh-cTNd_bigger.jpg,0,0.5
ca0928,9589,https://pbs.twimg.com/profile_images/1669163910459539459/qZAjYLL9_bigger.jpg,0,0.5
anytwocardzz,9627,https://pbs.twimg.com/profile_images/1819139369589972992/G-hC23_I_bigger.jpg,187,0.5
YaserBi,9644,https://pbs.twimg.com/profile_images/1681462330658365441/GhuGKSry_bigger.jpg,0,0.5
jpegstrader,9709,https://pbs.twimg.com/profile_images/1766686420398432256/RGLS7V86_bigger.jpg,2391.333333,0.5
ranyi1115,9752,https://pbs.twimg.com/profile_images/1813817435973382145/MSlMPrR6_bigger.jpg,3811,0.5
Topboycrypto,9846,https://pbs.twimg.com/profile_images/1817623127884513280/SFtcYLpo_bigger.jpg,452,0.5
moonmanlet,9951,https://pbs.twimg.com/profile_images/1817549445010960384/v-H_E0CP_bigger.jpg,0,0.5
MetaSaiyans,10068,https://pbs.twimg.com/profile_images/1843443450106044416/W81qlvkb_bigger.jpg,206.3333333,0.5
Allenbaez126,10089,https://pbs.twimg.com/profile_images/1830290516858060802/Vub-88V3_bigger.jpg,189,0.5
00williammorris,10249,https://pbs.twimg.com/profile_images/1823521782344671232/GmRzGK1r_bigger.jpg,111,0.5
vyvvyn,10269,https://pbs.twimg.com/profile_images/1833311135866753025/wuPlaS5q_bigger.jpg,0,0.5
KarnageSOL,10538,https://pbs.twimg.com/profile_images/1800558780922331136/zuI5jGtX_bigger.jpg,481,0.5
nft_Marty,10578,https://pbs.twimg.com/profile_images/1623420811158618114/KTxAC6xq_bigger.jpg,0,0.5
NFT_M0D,10633,https://pbs.twimg.com/profile_images/1843392311243485186/YLZIOTYD_bigger.jpg,111,0.5
sal_hotpot666,10694,https://pbs.twimg.com/profile_images/1705252777444995072/gWT-NGM-_bigger.jpg,0,0.5
archon_0x,10786,https://pbs.twimg.com/profile_images/1567520142451511298/ZGB9cESS_bigger.jpg,0,0.5
0ldgravy,10794,https://pbs.twimg.com/profile_images/1588686689328824320/oCDGk36S_bigger.jpg,0,0.5
flipit0x,10982,https://pbs.twimg.com/profile_images/1792102522577924096/e993_Djq_bigger.jpg,0,0.5
renato_shira,11034,https://pbs.twimg.com/profile_images/1786182422050050050/ECnXjTa4_bigger.jpg,0,0.5
Rndom31,11058,https://pbs.twimg.com/profile_images/1778436342978150401/b3mHRJCW_bigger.jpg,0,0.5
BrennaSparks0x,11105,https://pbs.twimg.com/profile_images/1771633737442484224/02XNnL5n_bigger.jpg,574,0.5
RandomTask555,11100,https://pbs.twimg.com/profile_images/1770821527686053888/5E0VOL0M_bigger.jpg,0,0.5
purphat,11139,https://pbs.twimg.com/profile_images/1827073513045336064/qaU6Svy-_bigger.jpg,0,0.5
_SOLGoodMan,11224,https://pbs.twimg.com/profile_images/1828126959869591552/Tr_xov-z_bigger.jpg,1050.333333,0.5
SwannyNFT,11211,https://pbs.twimg.com/profile_images/1819719049078521856/hVLSOZuD_bigger.jpg,0,0.5
cory_eth,11462,https://pbs.twimg.com/profile_images/1697029990565752833/Vnh5zY88_bigger.jpg,184,0.6
punk9527,11476,https://pbs.twimg.com/profile_images/1821833952828559360/E09BArAk_bigger.jpg,147,0.6
hvshark,11526,https://pbs.twimg.com/profile_images/1663526847546572801/NdWbjWx9_bigger.jpg,206,0.6
realsch1,11528,https://pbs.twimg.com/profile_images/1769325150090960896/Pg12C8QR_bigger.jpg,0,0.6
RickiCryptoStix,11551,https://pbs.twimg.com/profile_images/1717283737111785472/lHDbRs8p_bigger.jpg,0,0.6
simonkim_nft,11618,https://pbs.twimg.com/profile_images/1622898369596391426/ulBhA0lL_bigger.jpg,4318,0.6
edgar_eth,11766,https://pbs.twimg.com/profile_images/1790401097753939968/y1ScW6rj_bigger.jpg,0,0.6
kryptonomie,11793,https://pbs.twimg.com/profile_images/1726390052110860288/zNWG5tlB_bigger.jpg,0,0.6
kaelenwere,11768,https://pbs.twimg.com/profile_images/1792841490382860288/nfmClHyd_bigger.jpg,280,0.6
HODLsolana,11836,https://pbs.twimg.com/profile_images/1825167223083704320/rnJ6Untx_bigger.jpg,0,0.6
senorwhale,11807,https://pbs.twimg.com/profile_images/1694267853820637184/n12F-qOK_bigger.jpg,182.8,0.6
TONHomie,12009,https://pbs.twimg.com/profile_images/1671451278105362432/1cAouOwz_bigger.jpg,0,0.6
Ape4249,12023,https://pbs.twimg.com/profile_images/1787783825877061634/WxeAPLPh_bigger.jpg,0,0.6
t0mmyzero,12070,https://pbs.twimg.com/profile_images/1618415849442021376/4bt-saOP_bigger.jpg,0,0.6
0x_tracy,12075,https://pbs.twimg.com/profile_images/1763975575704666112/PsPTJ2X__bigger.jpg,0,0.6
sylversurfer_,12198,https://pbs.twimg.com/profile_images/1793129580087443456/CanHh-7v_bigger.jpg,0,0.6
0xbrainjar,12263,https://pbs.twimg.com/profile_images/1795549659903008768/S3X5R1yZ_bigger.jpg,936,0.6
SOLinGOLD,12291,https://pbs.twimg.com/profile_images/1791273738862026752/Zb_QGgNv_bigger.jpg,241,0.6
x0rart,12410,https://pbs.twimg.com/profile_images/1541434703508451329/IXlH8CyE_bigger.jpg,1681,0.6
KEMOS4BE,12566,https://pbs.twimg.com/profile_images/1817422303288082432/QeJNfH1o_bigger.jpg,2205,0.6
MR_George,12530,https://pbs.twimg.com/profile_images/1750948203477012480/5UELpuzr_bigger.jpg,0,0.6
Sebygweb3,15773,https://pbs.twimg.com/profile_images/1811080634351140864/6xtybo94_bigger.jpg,0,0.7
THETRON41052305,6,https://pbs.twimg.com/profile_images/1576440865626939392/ZF-GqMIR_bigger.png,0,0.7
DeclanCrypt,66731,https://pbs.twimg.com/profile_images/1822154331392495616/eC-IOXop_bigger.jpg,423,0.7
Supremejayx,12567,https://pbs.twimg.com/profile_images/1736394873178292224/0Dvb-ZEF_bigger.jpg,5,0.7
wahgmi,252051,https://pbs.twimg.com/profile_images/1835767012808867840/Erwjm_gT_bigger.jpg,0,0.7
Jacob___Meyer,12772,https://pbs.twimg.com/profile_images/1752493822066470912/Rr8umS09_bigger.jpg,0,0.7
Broccoli_DAO,12812,https://pbs.twimg.com/profile_images/1564630250113441793/V28U0E60_bigger.jpg,2572,0.7
NotSeanyTsunami,12846,https://pbs.twimg.com/profile_images/1699921912728788992/ZKFRiaBi_bigger.jpg,0,0.7
meg_thorpe_,12944,https://pbs.twimg.com/profile_images/1823534626322669568/ev3LKcwF_bigger.jpg,172,0.7
fordudesake,12949,https://pbs.twimg.com/profile_images/1745476026610970624/VnruqazA_bigger.jpg,0,0.7
0xedenau,12996,https://pbs.twimg.com/profile_images/1666353415428141056/oWxf_zUr_bigger.png,0,0.7
ZhuoxunYin,13490,https://pbs.twimg.com/profile_images/1754957887443550208/ry3NRFu5_bigger.jpg,0,0.7
redlioneye,13569,https://pbs.twimg.com/profile_images/1578124018892394502/mmtqSCPz_bigger.jpg,0,0.7
stack__sats,13663,https://pbs.twimg.com/profile_images/1771247078435405825/o-p-xEko_bigger.jpg,0,0.7
Notfgod,13698,https://pbs.twimg.com/profile_images/1738039296572198912/A8zBku_n_bigger.jpg,3352.5,0.7
Cupseyy,13802,https://pbs.twimg.com/profile_images/1818669526105354240/dXRjndiH_bigger.jpg,0,0.7
0xgeorgie,5924,https://pbs.twimg.com/profile_images/1835063402890170369/PZERk0yh_bigger.jpg,122,0.8
ODEKA_eth,13795,https://pbs.twimg.com/profile_images/1781481310717968384/FP-Hr6wX_bigger.jpg,0,0.8
LectronNFT,13954,https://pbs.twimg.com/profile_images/1826158798689447936/sxCMnpL__bigger.jpg,0,0.8
AlexOG47,13912,https://pbs.twimg.com/profile_images/1801636031592034304/8wZfsMaX_bigger.jpg,205,0.8
WickdNFT,13920,https://pbs.twimg.com/profile_images/1476524157416452096/Y7Qpsgs7_bigger.png,827.5,0.8
0xbags,14120,https://pbs.twimg.com/profile_images/1643887399225704448/ke2dLtYB_bigger.jpg,0,0.8
DaoChemist,14120,https://pbs.twimg.com/profile_images/1568989811767123970/ffEF1EHs_bigger.jpg,0,0.8
Tristan0x,14205,https://pbs.twimg.com/profile_images/1768919480652959744/uCitcNP0_bigger.jpg,1866,0.8
mannyv_sol,14250,https://pbs.twimg.com/profile_images/1841097151209668613/tVt2Lt1S_bigger.jpg,0,0.8
NewDumbMoney,14276,https://pbs.twimg.com/profile_images/1831507094475821056/RqOi0DSq_bigger.jpg,0,0.8
GMersNFT,14339,https://pbs.twimg.com/profile_images/1609610788578230273/47vQA-Jf_bigger.jpg,0,0.8
Abbas88sol,14452,https://pbs.twimg.com/profile_images/1568829238211497985/oIfZuVb4_bigger.jpg,0,0.8
BandzMcBagz,14695,https://pbs.twimg.com/profile_images/1826063352256221184/xhnYjiQF_bigger.jpg,282,0.8
fenrusgmi,14814,https://pbs.twimg.com/profile_images/1569445989991211010/lYe-YZ5u_bigger.jpg,2867,0.8
Prof_Atikin,14913,https://pbs.twimg.com/profile_images/1785423136931946497/-gPY9UcX_bigger.jpg,301,0.8
_khanhamzah,15294,https://pbs.twimg.com/profile_images/1824400751092760578/ZZAi-Ivd_bigger.jpg,443,0.8
comfycapital_,15393,https://pbs.twimg.com/profile_images/1791630216084742144/8xYrC8q4_bigger.jpg,6093,0.8
PandaAsiaStreet,15239,https://pbs.twimg.com/profile_images/1834647383340408832/rIlygzhO_bigger.jpg,137,0.8
reganbozman,15413,https://pbs.twimg.com/profile_images/1435767285659037696/atD0Lwt0_bigger.jpg,5374,0.8
strikeisokay,15772,https://pbs.twimg.com/profile_images/1843059941038256128/Lfn9o8IW_bigger.jpg,0,0.8
HugoMartingale,15834,https://pbs.twimg.com/profile_images/1794879828673404928/QXoysakL_bigger.jpg,4581,0.8
DheerajShah_,15911,https://pbs.twimg.com/profile_images/1530282673327198208/orgJVbJL_bigger.png,0,0.8
DigitalRoamad,16048,https://pbs.twimg.com/profile_images/1674855394445778958/bLSm9RIn_bigger.jpg,687.6666667,0.8
dizzanxietytho,16159,https://pbs.twimg.com/profile_images/1795602298271584256/JUoBsQ_e_bigger.jpg,0,0.8
ItzBermuda,16387,https://pbs.twimg.com/profile_images/1831542764795842560/eaO6Hhh9_bigger.jpg,0,0.8
0xpipi,16413,https://pbs.twimg.com/profile_images/1842170322554142720/I5RNm9N1_bigger.jpg,0,0.8
0mllwntrmt3,16523,https://pbs.twimg.com/profile_images/1704758498263711744/W8XJY5Dz_bigger.jpg,513,0.8
ToiletSenpai_,16966,https://pbs.twimg.com/profile_images/1834861565398376448/0ki5GFQd_bigger.jpg,0,0.8
jeeplee8888,16923,https://pbs.twimg.com/profile_images/1636360565382848512/gVyDUfX__bigger.jpg,4499,0.9
stormrdoteth,16966,https://pbs.twimg.com/profile_images/1740106825884958721/yAPvTli1_bigger.png,0,0.9
pronounsuponly,17038,https://pbs.twimg.com/profile_images/1843099074792501248/p31DejBV_bigger.jpg,0,0.9
jvb_xyz,17052,https://pbs.twimg.com/profile_images/1735599963969556481/YxZMdKMn_bigger.jpg,3971,0.9
TheSwervor,17370,https://pbs.twimg.com/profile_images/1741917796366184448/rq8hbIUn_bigger.jpg,0,0.9
Brantoshi,17490,https://pbs.twimg.com/profile_images/1756142883588194304/f_n_taJn_bigger.jpg,0,0.9
FaridRached,17532,https://pbs.twimg.com/profile_images/1747755756441513984/VSmbPxzi_bigger.jpg,0,0.9
SidaldoNFT,17697,https://pbs.twimg.com/profile_images/1798094587350704128/bW5dbb48_bigger.jpg,0,0.9
TheChunkyFtw,17779,https://pbs.twimg.com/profile_images/1609940019233390598/qAyp3pG7_bigger.jpg,0,0.9
0xrooter,17896,https://pbs.twimg.com/profile_images/1799137059573211139/v5iTwoQT_bigger.jpg,1165,0.9
h0xrus,17843,https://pbs.twimg.com/profile_images/1764305680482123776/DnxLi2NC_bigger.jpg,0,0.9
RedKatLife,18069,https://pbs.twimg.com/profile_images/1843055626731003904/3cmKJKdz_bigger.jpg,151,0.9
web3brett,18152,https://pbs.twimg.com/profile_images/1713977953560694784/T0cDqt1T_bigger.png,0,0.9
azfnft,18353,https://pbs.twimg.com/profile_images/1767646117552967680/zuDkwhmn_bigger.jpg,417,0.9
